0.5;2;5;1;10363;1666742343.5804
0.5;2;5;1;2785;1666742347.4131
0.5;2;5;1;3894;1666742347.8572
0.5;2;5;1;3807;1666742348.0625
0.5;2;5;1;4393;1666742348.265
2;2;5;1;3022;1666742357.0135
2;2;1;;3560;1666742361.419
